    x , y
---------------
-50.0 , 7267.254826421271
-49.0 , 7005.731509296233
-48.0 , 6679.561464366367
-47.0 , 6438.2180133100255
-46.0 , 6082.479789971205
-45.0 , 5824.061050049239
-44.0 , 5542.362401078782
-43.0 , 5375.029426083556
-42.0 , 5041.9046213149295
-41.0 , 4839.1119779098135
-40.0 , 4581.867701538422
-39.0 , 4354.684392268669
-38.0 , 4176.431486806346
-37.0 , 3991.24361070129
-36.0 , 3777.6069206954044
-35.0 , 3473.6504820364294
-34.0 , 3300.7909106973216
-33.0 , 3114.890578557266
-32.0 , 2977.736801280442
-31.0 , 2750.4070992092165
-30.0 , 2500.7141537765665
-29.0 , 2406.0847418400963
-28.0 , 2273.0574042972376
-27.0 , 2081.568775485304
-26.0 , 1929.6127314630564
-25.0 , 1726.4827492736945
-24.0 , 1558.589415618844
-23.0 , 1448.548345088188
-22.0 , 1344.1519524067664
-21.0 , 1259.9926876149918
-20.0 , 1171.7431078449788
-19.0 , 1040.9267957307088
-18.0 , 862.9393922266756
-17.0 , 770.6616644825988
-16.0 , 740.7871015854811
-15.0 , 628.8584841484628
-14.0 , 504.5706503596214
-13.0 , 397.741896230876
-12.0 , 364.19039327233304
-11.0 , 262.69014976946073
-10.0 , 200.48374768237164
-9.0 , 215.7964548577051
-8.0 , 120.46378677969975
-7.0 , 153.50930907738484
-6.0 , 84.47001025556217
-5.0 , -15.66358750149628
-4.0 , 79.36714059334173
-3.0 , 43.56204966511585
-2.0 , -15.726725191136197
-1.0 , 62.7997573841821
0.0 , 48.77653326284931
1.0 , 10.39253236248068
2.0 , 31.48069079768652
3.0 , -27.31191154025845
4.0 , 47.12072950088047
5.0 , 63.15602183831319
6.0 , 213.86743623993635
7.0 , 249.37057877442385
8.0 , 239.09905674696418
9.0 , 233.84439634774196
10.0 , 369.5041379783938
11.0 , 491.44556311234305
12.0 , 462.382961643246
13.0 , 540.1377017106751
14.0 , 664.269718332272
15.0 , 785.6183576047056
16.0 , 905.1814273057097
17.0 , 950.2574109315666
18.0 , 1103.9339290571074
19.0 , 1109.8099203492766
20.0 , 1268.915400377735
21.0 , 1413.5466983941237
22.0 , 1608.6828415445425
23.0 , 1746.6542072103052
24.0 , 1916.7994096869083
25.0 , 2033.5400820606249
26.0 , 2171.856925268884
27.0 , 2373.6729839602663
28.0 , 2467.8685427740343
29.0 , 2653.0094520913935
30.0 , 2835.755518365932
31.0 , 3085.2352504099017
32.0 , 3296.9168370447087
33.0 , 3392.885606491417
34.0 , 3695.632759655737
35.0 , 3894.9141867502553
36.0 , 4143.928292843213
37.0 , 4339.053991786087
38.0 , 4538.46925082012
39.0 , 4715.048011333036
40.0 , 5021.88450858074
41.0 , 5302.810473087298
42.0 , 5485.750032744284
43.0 , 5763.191937977254
44.0 , 5989.323127295809
45.0 , 6242.237601942265
46.0 , 6639.313555076352
47.0 , 6902.716745246595
48.0 , 7123.6990194409445
49.0 , 7472.923891360969
50.0 , 7776.35770781634
