    x,y
----------------
-30.0 , 2584.649184045165
-29.0 , 2392.313672940871
-28.0 , 2183.2944851673797
-27.0 , 2011.8628086803587
-26.0 , 1867.2736666123667
-25.0 , 1785.324522432943
-24.0 , 1605.7420131737967
-23.0 , 1485.7944569582692
-22.0 , 1380.3044580637438
-21.0 , 1250.9409670580303
-20.0 , 1074.9066183999516
-19.0 , 1034.614921839263
-18.0 , 885.8121942987348
-17.0 , 799.6803310543924
-16.0 , 691.3052990792162
-15.0 , 576.3799710048745
-14.0 , 524.1852593039158
-13.0 , 477.9746343635524
-12.0 , 347.38816522330706
-11.0 , 290.22655530732976
-10.0 , 282.44838015128954
-9.0 , 220.30975845342124
-8.0 , 116.95256235431877
-7.0 , 85.62006247530036
-6.0 , 122.74431514995189
-5.0 , 60.944387394891606
-4.0 , -2.973743580750181
-3.0 , -22.586754426805797
-2.0 , 6.260943157881698
-1.0 , -26.008606476141225
0.0 , -23.56281188796197
1.0 , 9.299684446520068
2.0 , 10.476426621454358
3.0 , 54.505494324774254
4.0 , 64.17238845721741
5.0 , 109.19261762620263
6.0 , 130.0858841386531
7.0 , 196.72917268812387
8.0 , 191.3598775979533
9.0 , 248.20034595579472
10.0 , 393.45433066675264
11.0 , 415.6752355793957
12.0 , 493.91783383350315
13.0 , 534.8395362408993
14.0 , 640.861327817862
15.0 , 749.0853812760689
16.0 , 821.7134781018271
17.0 , 999.2423196496163
18.0 , 1022.5374281864326
19.0 , 1224.6089644919648
20.0 , 1271.8210258713823
21.0 , 1443.845403253564
22.0 , 1545.1105229797292
23.0 , 1716.8141181464443
24.0 , 1823.4068504902527
25.0 , 1984.8289568696716
26.0 , 2146.988105225712
27.0 , 2299.1301106997876
28.0 , 2495.3647405619463
29.0 , 2711.1603686785256
30.0 , 2827.5751478651664
