-30,2595.880147548758
-29,2366.083168212241
-28,2177.119138205625
-27,2019.164548114886
-26,1884.281699622411
-25,1742.228316103453
-24,1651.373161940377
-23,1431.175569999737
-22,1366.3124650841
-21,1205.416386785791
-20,1133.332877488397
-19,963.5955912154969
-18,879.0389123847674
-17,760.7012969738178
-16,666.3527999096066
-15,604.0379844307879
-14,531.0177200077065
-13,457.1285442938237
-12,387.9790262657315
-11,355.624659591538
-10,201.3551136735909
-9,187.9673857653736
-8,200.0969742836221
-7,79.31497461450783
-6,46.07901682868816
-5,41.29293577248603
-4,15.64322058428426
-3,-7.26629550020575
-2,-4.447796398689697
-1,-32.63329791543997
0,-0.9762491447456085
1,8.952818500752095
2,-3.506783620071417
3,37.85369950248402
4,119.7285378527478
5,109.0283364394027
6,123.0114487448619
7,170.6349818436686
8,276.2108564988712
9,291.8164529762285
10,337.4500499955313
11,387.0399341058462
12,491.273130989988
13,566.9585878683411
14,629.8117557713987
15,742.1972850277285
16,876.2450662082521
17,935.516797115804
18,1103.611223323607
19,1208.571039527063
20,1346.194458178823
21,1389.658975901953
22,1548.412201865465
23,1690.073334458441
24,1798.899306858022
25,1978.209446939088
26,2124.219767134223
27,2299.441196821366
28,2444.052313637084
29,2722.278298925814
30,2906.1667456326
