-60,9789.650894353475
-59,9626.336476920938
-58,9467.235868362744
-57,9309.232965955864
-56,9147.480532926205
-55,8996.581725564527
-54,8676.220582580692
-53,8356.699525849604
-52,8045.934172999876
-51,7729.751665316493
-50,7424.115281536916
-49,7125.192287772117
-48,6835.12700746146
-47,6553.546098503642
-46,6280.867852849338
-45,6006.402847070092
-44,5736.667316899938
-43,5482.812555625947
-42,5238.666252615349
-41,4991.659820435409
-40,4753.350832553981
-39,4522.795668530894
-38,4283.297791148636
-37,4053.056061297507
-36,3824.462078988358
-35,3612.880554096399
-34,3410.490719432009
-33,3213.865583750042
-32,3016.304254725597
-31,2844.346939426297
-30,2668.376516534623
-29,2487.164768390657
-28,2324.901726539886
-27,2162.918622157275
-26,2014.521638936362
-25,1864.914843512461
-24,1725.545624781796
-23,1580.219519858246
-22,1442.080736276485
-21,1313.218804184092
-20,1190.938215718369
-19,1073.419309017714
-18,965.3959373521271
-17,869.4016811801666
-16,776.7356321364852
-15,688.0131224986175
-14,592.4542710064369
-13,516.1214957940095
-12,438.2212902605994
-11,359.067199034934
-10,302.982278266015
-9,250.1436059412723
-8,208.6074293351398
-7,163.6222646917546
-6,125.5721087972736
-5,91.89362842820962
-4,67.23927527916547
-3,43.528417502243
-2,42.15405099218339
-1,46.72964676909927
0,45.68446937557393
1,49.18626301646593
2,47.79781088449446
3,56.89838633637496
4,79.53433522612904
5,107.1293369727224
6,149.4970011764895
7,193.9581766419483
8,244.8614242616356
9,292.7584503386089
10,346.0167959119827
11,417.293568749881
12,485.4204943863242
13,569.1627476479068
14,651.6864685897092
15,744.7929656275656
16,842.6789092292813
17,949.1931157000694
18,1048.98460013828
19,1168.362962844252
20,1284.502925155432
21,1408.788199580566
22,1547.664213570248
23,1687.529397382514
24,1829.491390272403
25,1978.995352725906
26,2132.122542066426
27,2280.519038726841
28,2449.923581095187
29,2623.935378088197
30,2806.34359548325
31,2990.833411237817
32,3181.799386568689
33,3367.412519238786
34,3562.815865679507
35,3755.26663640682
36,3972.285694384132
37,4202.713150915445
38,4433.922105292524
39,4665.757226652658
40,4910.319373881011
41,5165.020352743875
42,5412.196444808913
43,5676.642707457495
44,5941.217519332163
45,6225.469939920216
46,6490.817691656199
47,6761.229084138516
48,7033.778688527613
49,7327.389480106167
50,7629.293470440563
51,7930.236369988163
52,8237.620532513833
53,8549.230162884394
54,8876.137054328337
55,9204.868197094507
56,9547.428100946579
57,9719.881011345797
58,9895.885115519317
59,10058.3291341149
60,10222.45516683167
