-30,2379.694151322208
-29,2289.561750520377
-28,2208.505740340784
-27,2037.775374051723
-26,1894.833372797351
-25,1745.644659156173
-24,1615.074242550016
-23,1479.301179982692
-22,1357.52209225968
-21,1219.966578114704
-20,1109.53924659171
-19,988.417012969654
-18,880.6042955944173
-17,774.7453169828954
-16,688.2297427413373
-15,603.8476691231485
-14,529.3032149815313
-13,467.1575869179176
-12,386.6210127664781
-11,318.0109459180115
-10,266.6046319159713
-9,204.8718215857265
-8,142.9626930331565
-7,110.9502574529356
-6,76.48542441671768
-5,35.01277045995211
-4,18.26021625731261
-3,2.517753308486975
-2,-5.936083674959353
-1,-7.274164091665786
0,-6.522261715638919
1,1.938037464595824
2,32.41040461823338
3,54.41132173506304
4,77.22304778388499
5,112.051400876633
6,159.7228322759104
7,194.1404153006066
8,239.8247580118323
9,292.6304550840292
10,356.758084913293
11,414.907631187187
12,482.5066917462211
13,563.4561387526604
14,661.2971651731416
15,750.1458983983048
16,857.476425489358
17,973.2282822404908
18,1094.02771687071
19,1196.71049880945
20,1319.289579759382
21,1436.582001986349
22,1554.647655452541
23,1681.050653204594
24,1827.962811451048
25,1978.168610442228
26,2128.964406277957
27,2313.640204691515
28,2499.231664430217
29,2592.984638754216
30,2690.832452731833
