    x , y
---------------
-140.0 , 58094.1583181896
-139.0 , 57196.67335564272
-138.0 , 56507.59588393748
-137.0 , 55738.253837574695
-136.0 , 54689.19933122547
-135.0 , 53983.360634877594
-134.0 , 53129.210236765946
-133.0 , 52458.40014626026
-132.0 , 51554.738068236475
-131.0 , 50868.42915580783
-130.0 , 50072.073415164494
-129.0 , 49382.65756315986
-128.0 , 48605.40706648561
-127.0 , 47792.7185439035
-126.0 , 46901.71077377437
-125.0 , 46383.14737578372
-124.0 , 45593.325658716996
-123.0 , 44863.88345084303
-122.0 , 43993.24205094832
-121.0 , 43456.766924843425
-120.0 , 42547.63274060261
-119.0 , 41753.6237031396
-118.0 , 41092.287014606336
-117.0 , 40541.172889753725
-116.0 , 39912.427784501226
-115.0 , 39193.080801231255
-114.0 , 38409.09567997547
-113.0 , 37854.328224180164
-112.0 , 37061.844611862005
-111.0 , 36486.834073983315
-110.0 , 35640.77983177472
-109.0 , 35104.04217257085
-108.0 , 34386.7243236365
-107.0 , 33778.85949340953
-106.0 , 33094.13978551276
-105.0 , 32423.737528261692
-104.0 , 32016.846272910498
-103.0 , 31440.493985835463
-102.0 , 30752.947415280712
-101.0 , 30084.23393590709
-100.0 , 29465.91788672381
-99.0 , 28810.8775171618
-98.0 , 28458.663734116406
-97.0 , 27788.64073334905
-96.0 , 27263.51655613913
-95.0 , 26724.525132492778
-94.0 , 25912.436529074897
-93.0 , 25358.50755390746
-92.0 , 24888.918801309228
-91.0 , 24408.61073898297
-90.0 , 23718.84063894382
-89.0 , 23184.18553176658
-88.0 , 22846.244286836307
-87.0 , 22384.224064939506
-86.0 , 21898.19075187695
-85.0 , 21340.90671681429
-84.0 , 20678.584298648137
-83.0 , 20281.291978925005
-82.0 , 19794.373696714614
-81.0 , 19364.393939760652
-80.0 , 18710.77659357716
-79.0 , 18216.035042946452
-78.0 , 17859.01451013067
-77.0 , 17335.868061375062
-76.0 , 16896.2306503811
-75.0 , 16422.759762063655
-74.0 , 16080.407589658447
-73.0 , 15666.124236996957
-72.0 , 15322.69956563299
-71.0 , 14778.466871106222
-70.0 , 14327.011599261688
-69.0 , 13911.903545782538
-68.0 , 13465.137024565078
-67.0 , 13149.185462527435
-66.0 , 12710.423820203703
-65.0 , 12225.090944107451
-64.0 , 11920.769973125856
-63.0 , 11561.122587971566
-62.0 , 11281.616982239279
-61.0 , 10866.325279526354
-60.0 , 10602.259756444932
-59.0 , 10257.647675898585
-58.0 , 9836.838651105014
-57.0 , 9369.411703563794
-56.0 , 8999.316783385644
-55.0 , 8704.810636011744
-54.0 , 8365.940580384957
-53.0 , 8101.4816030249
-52.0 , 7947.375822184375
-51.0 , 7673.522427360907
-50.0 , 7286.022458264917
-49.0 , 6926.149759131785
-48.0 , 6563.93131649053
-47.0 , 6415.7063497613435
-46.0 , 6027.141860032487
-45.0 , 5882.9731753983815
-44.0 , 5588.874304818556
-43.0 , 5264.658128592272
-42.0 , 5214.459200240049
-41.0 , 4846.320780272305
-40.0 , 4614.6646503646725
-39.0 , 4406.5325296494175
-38.0 , 4182.553877827895
-37.0 , 3820.3177129620667
-36.0 , 3815.414509219234
-35.0 , 3490.3038886905274
-34.0 , 3382.7647720501263
-33.0 , 2983.832787242023
-32.0 , 2860.9511622234236
-31.0 , 2647.72771149158
-30.0 , 2643.275652945156
-29.0 , 2460.532284918138
-28.0 , 2132.6695424548543
-27.0 , 2142.760027459547
-26.0 , 1774.283045329716
-25.0 , 1853.8279503794997
-24.0 , 1502.476856376954
-23.0 , 1421.571084801461
-22.0 , 1436.9514977137133
-21.0 , 1095.1018150836082
-20.0 , 1234.3741102137653
-19.0 , 949.7194943938132
-18.0 , 874.9781976342381
-17.0 , 665.8949880374641
-16.0 , 780.2112754776352
-15.0 , 702.2326386116962
-14.0 , 641.4561352964072
-13.0 , 570.8025396705725
-12.0 , 486.89523927862933
-11.0 , 275.2689770172062
-10.0 , 281.34228523004765
-9.0 , 197.62089700984137
-8.0 , 151.82174744402454
-7.0 , 74.7173648772488
-6.0 , -28.795686898005712
-5.0 , 84.84924728004503
-4.0 , 76.54472052965818
-3.0 , -52.481612688722365
-2.0 , -26.9633732847185
-1.0 , -56.04916203605151
0.0 , -24.311316213552857
1.0 , -84.32774538655323
2.0 , 107.80371345070552
3.0 , -25.16506361327245
4.0 , -41.148036310726994
5.0 , 190.82754952576136
6.0 , 256.98587461330374
7.0 , 47.824807504447136
8.0 , 257.740737893418
9.0 , 429.02485217048894
10.0 , 276.76981385065176
11.0 , 463.9317561130337
12.0 , 419.0161062675583
13.0 , 590.5988010543853
14.0 , 659.6434153011236
15.0 , 667.5600090844835
16.0 , 885.3284993668115
17.0 , 1079.4220881936676
18.0 , 1202.0215881085055
19.0 , 1231.821896862165
20.0 , 1282.7560324563417
21.0 , 1488.6042441360764
22.0 , 1474.1469681561312
23.0 , 1586.4474605132752
24.0 , 1962.355522534203
25.0 , 1916.438142067918
26.0 , 2199.87663596123
27.0 , 2271.827231937518
28.0 , 2486.7770922772092
29.0 , 2756.8164247356594
30.0 , 2779.0830347143396
31.0 , 2980.031827463598
32.0 , 3209.8854591036084
33.0 , 3312.5201274116375
34.0 , 3644.264651227748
35.0 , 3764.7064080106575
36.0 , 4028.073287297903
37.0 , 4207.711190967281
38.0 , 4495.578995707788
39.0 , 4686.5430186422645
40.0 , 5106.443970005455
41.0 , 5187.640320125942
42.0 , 5384.877839115111
43.0 , 5849.588225202228
44.0 , 5901.283648551368
45.0 , 6369.011459432921
46.0 , 6639.441583962308
47.0 , 6995.948450666712
48.0 , 7232.234238541074
49.0 , 7423.623624514665
50.0 , 7729.977132179344
51.0 , 8122.509906588391
52.0 , 8423.321562541088
53.0 , 8740.840648097703
54.0 , 8995.060512247846
55.0 , 9323.094633049728
56.0 , 9711.484812036606
57.0 , 10161.119157615783
58.0 , 10475.572917797492
59.0 , 10723.0291959468
60.0 , 11174.495789742437
61.0 , 11403.254527022173
62.0 , 11747.795961114762
63.0 , 12160.406841562539
64.0 , 12517.14849607198
65.0 , 13022.184582588532
66.0 , 13372.698995222809
67.0 , 13899.378885640877
68.0 , 14175.341937742169
69.0 , 14712.120230970095
70.0 , 15041.568749617687
71.0 , 15455.61572439142
72.0 , 15872.171084810248
73.0 , 16291.451998281214
74.0 , 16734.49858147389
75.0 , 17212.63254447723
76.0 , 17708.383156373573
77.0 , 18051.311216504393
78.0 , 18578.37183763401
79.0 , 19229.979419517247
80.0 , 19731.548670272365
81.0 , 20158.844097184294
82.0 , 20674.841069526577
83.0 , 21010.350308205267
84.0 , 21464.03872728441
85.0 , 22039.18685543571
86.0 , 22726.42199728169
87.0 , 23082.470084059518
88.0 , 23759.392282790315
89.0 , 24076.80943018621
90.0 , 24620.188272526742
